sp,seed source location,dead,notes,trt,rep,series,subgenus,genetic.lineage,n.kg.ha.yr,p.kg.ha.yr,ht.23.cm,ht.53.cm,ht.82.cm,ht.144.cm,ht.197.cm,bd.246.mm,ht.246.in,ht.246.cm,leaf 1 cm2,leaf 2 cm2,leaf 1 mg,leaf 2 mg,sla 1 cm2 g,sla 2 cm2 g,leaf size cm2,sla cm2 g,harvest day dec 2015,days old,ht cm,stem diam mm,lig diam mm,rel lig size,Percent rust scaleinsects discoloration mildew,winrhizo id,srl cm,srl g,srl cm g,extra root g,total root g,ssd vol cm3,ssd mass g,ssd mg mm3,extra agb g,total agb g,rs,total biomass g,RGR
E. amygdalina,,n,,7,1,Piperitae,E,Peppermint,50,0,1.5875,1.905,3.81,8,25,2.5,12,30.48,7.6479,6.6515,36.1,38.2,211.8531856,174.1230366,7.1497,192.9881111,3,342,45.5,3.23,5.2,0.609907121,60,amy71,1332.8062,0.20082,6636.820038,0.95728,1.1581,0.909,0.4206,0.462706271,1.66294,2.15784,0.536694102,3.31594,0.009695731
E. amygdalina,,n,,7,2,Piperitae,E,Peppermint,50,0,2.8575,5.715,6.35,10,48,5,18,45.72,4.6202,3.3356,29.3,22.7,157.6860068,146.9427313,3.9779,152.3143691,3,342,49.5,5.84,10.23,0.751712329,80,amy72,2267.439,0.4536,4998.763228,5.53611,5.98971,3.358,1.5425,0.459350804,8.27817,9.87267,0.606696061,15.86238,0.046381228
E. amygdalina,,n,,7,3,Piperitae,E,Peppermint,50,0,3.175,5.3975,6.985,10,36,4.6,17,43.18,4.4074,4.1067,29.9,15.5,147.4046823,264.9483871,4.25705,206.1765347,3,342,63.5,5.67,12.21,1.153439153,40,amy73,2572.4903,0.33062,7780.806666,2.9292,3.25982,3.335,1.3031,0.390734633,4.3071,5.6556,0.576388005,8.91542,0.02606848
E. amygdalina,,n,,7,4,Piperitae,E,Peppermint,50,0,2.54,6.6675,13.335,23,50,5.7,24,60.96,4.7292,5.4738,32,39.7,147.7875,137.8790932,5.1015,142.8332966,3,342,64.5,7.98,11.47,0.437343358,60,amy74,2327.8476,0.4408,5280.96098,7.0922,7.533,4.238,1.8638,0.439782916,9.84216,11.77766,0.639600736,19.31066,0.056463918
E. amygdalina,,n,,7,5,Piperitae,E,Peppermint,50,0,2.8575,5.08,6.35,7,18,1.8,7,17.78,2.5026,4.7535,13.2,35.5,189.5909091,133.9014085,3.62805,161.7461588,3,342,17,3.66,3.66,0,85,amy75,1134.6312,0.12424,9132.57566,0.7236,0.84784,0.653,0.2512,0.384686064,0.81957,1.11947,0.757358393,1.96731,0.005752368
E. amygdalina,,n,,8,1,Piperitae,E,Peppermint,50,12,3.81,5.3975,6.35,8,22,2.7,10,25.4,4.0831,4.7495,28.6,26.8,142.7657343,177.2201493,4.4163,159.9929418,3,342,28,3.69,7.41,1.008130081,80,amy81,998.9726,0.14304,6983.868848,1.72356,1.8666,1.011,0.4242,0.41958457,1.69714,2.17674,0.85752088,4.04334,0.011822632
E. amygdalina,,n,,8,2,Piperitae,E,Peppermint,50,12,2.8575,5.3975,7.62,18,38,3.8,22,55.88,5.5177,5.2827,22.1,21.8,249.6696833,242.3256881,5.4002,245.9976857,3,342,69.8,6.54,6.54,0,50,amy82,1553.1368,0.2523,6155.912802,1.60419,1.85649,2.978,1.2723,0.427233042,8.88816,10.20436,0.181931057,12.06085,0.035265643
E. amygdalina,,y,,8,3,Piperitae,E,Peppermint,50,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. amygdalina,,n,,8,4,Piperitae,E,Peppermint,50,12,4.1275,6.6675,9.525,24,42,6.4,18,45.72,4.2764,4.9009,23,25.5,185.9304348,192.1921569,4.58865,189.0612958,3,342,57,7.98,11.26,0.411027569,20,amy84,3179.6945,0.64834,4904.36268,11.5069,12.15524,4.512,2.0138,0.446320922,13.79249,15.85479,0.766660422,28.01003,0.081900673
E. amygdalina,,n,,8,5,Piperitae,E,Peppermint,50,12,2.2225,5.3975,10.795,21,57,3.5,25,63.5,4.8958,4.9864,26.8,30.9,182.6791045,161.3721683,4.9411,172.0256364,3,342,71,5.6,5.6,0,70,amy85,2560.9496,0.19047,13445.42238,1.74781,1.93828,2.739,1.1681,0.426469514,5.37163,6.59743,0.293793189,8.53571,0.024958216
E. amygdalina,,n,,9,1,Piperitae,E,Peppermint,100,0,3.4925,5.715,10.795,24,29,3.2,19,48.26,4.1448,4.9224,23.1,30.7,179.4285714,160.3387622,4.5336,169.8836668,3,342,55.5,3.78,5.47,0.447089947,75,amy91,1496.2934,0.21346,7009.713295,2.69909,2.91255,1.829,0.7853,0.429360306,4.12019,4.95929,0.587291729,7.87184,0.023017076
E. amygdalina,,n,,9,2,Piperitae,E,Peppermint,100,0,3.175,4.445,8.89,13,18,2.4,14,35.56,4.0505,5.3996,20.8,25.9,194.7355769,208.4787645,4.72505,201.6071707,3,342,46,3.6,6.02,0.672222222,70,amy92,2403.7359,0.32757,7338.083158,2.56175,2.88932,1.276,0.5451,0.427194357,2.56541,3.15721,0.915149768,6.04653,0.017679912
E. amygdalina,,n,,9,3,Piperitae,E,Peppermint,100,0,3.4925,7.62,15.24,25,56,5.3,30,76.2,2.7232,5.2854,12.5,28.8,217.856,183.5208333,4.0043,200.6884167,3,342,82,7.52,8.22,0.093085106,90,amy93,1533.9847,0.45985,3335.837121,4.33356,4.79341,5.718,2.6572,0.46470794,11.86274,14.56124,0.329189684,19.35465,0.056592544
E. amygdalina,,n,,9,4,Piperitae,E,Peppermint,100,0,3.81,8.5725,14.605,26,72,7.8,34,86.36,5.3058,5.7606,38.3,41.7,138.5326371,138.1438849,5.5332,138.338261,3,342,87,9.34,16.52,0.768736617,90,amy94,3887.4338,0.57272,6787.669018,9.91526,10.48798,7.33,3.0349,0.414038199,18.1801,21.295,0.49250904,31.78298,0.09293269
E. amygdalina,,n,,9,5,Piperitae,E,Peppermint,100,0,2.54,5.715,10.16,18,64,7.43,31,78.74,3.4176,7.7758,23.8,52.3,143.5966387,148.6768642,5.5967,146.1367515,3,342,81,13.38,20,0.494768311,60,amy95,3087.5935,0.75537,4087.524657,8.80594,9.56131,6.144,3.0032,0.488802083,16.0981,19.1774,0.498571756,28.73871,0.084031316
E. amygdalina,,n,,10,1,Piperitae,E,Peppermint,100,12,2.54,5.715,8.255,12,14,1.2,5,12.7,4.2377,4.5416,24.9,25.2,170.188755,180.2222222,4.38965,175.2054886,11,350,12.25,1.35,1.35,0,90,amy101,500.0158,0.03605,13870.0638,0,0.03605,,,,0.40808,0.45818,0.078680868,0.49423,0.001412086
E. amygdalina,,n,,10,2,Piperitae,E,Peppermint,100,12,2.8575,3.81,4.445,4.5,7,0.7,5,12.7,,,,,,,,,3,342,10,1,1,0,100,amy102,155.0261,0.01398,11089.13448,0,0.01398,,,,0.11062,0.11062,0.126378593,0.1246,0.000364327
E. amygdalina,,n,,10,3,Piperitae,E,Peppermint,100,12,2.54,4.7625,8.255,15.5,44,5.36,21.5,54.61,3.3325,2.93,22,21.4,151.4772727,136.9158879,3.13125,144.1965803,3,342,57,6.78,9.2,0.356932153,60,amy103,2010.6765,0.34355,5852.645903,10.88858,11.23213,2.613,1.2088,0.462610027,7.23261,8.48481,1.323792754,19.71694,0.057651871
E. amygdalina,,y,,10,4,Piperitae,E,Peppermint,100,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. amygdalina,,n,,10,5,Piperitae,E,Peppermint,100,12,2.2225,3.175,6.35,19,31,3.9,15,38.1,3.4853,3.7847,19.4,19.7,179.6546392,192.1167513,3.635,185.8856952,3,342,43.5,4.91,8.4,0.710794297,100,amy105,2127.2158,0.4036,5270.604063,2.45627,2.85987,1.294,0.5199,0.401777434,3.1691,3.7281,0.767111934,6.58797,0.01926307
E. barberi,,n,,1,1,Ovatae,S,AlpWBYgum,0,0,1.905,2.54,3.175,2.5,5,1.44,4,10.16,2.1692,,12.9,,168.1550388,,2.1692,84.07751938,8,347,9.25,1.04,1.04,0,80,bar11,1542.7938,0.19454,7930.470854,0,0.19454,,,,,,,,
